2017-10-12 18??12 INFO  UserBean:111 - path = /user/logout
2017-10-12 18??28 INFO  UserBean:46 - path = /user/sing_in
2017-10-12 18??28 INFO  UserBean:45 - email: admin@mail.ru first_name: Александр last_nameL: Челышев birthday: 1994-06-21 00:00:00.314 role: SUPER_ADMIN
2017-10-12 18??58 INFO  servlet:359 - Destroying Spring FrameworkServlet 'dispatcher'
2017-10-12 18??58 INFO  AnnotationConfigWebApplicationContext:984 - Closing WebApplicationContext for namespace 'dispatcher-servlet': startup date [Thu Oct 12 18:50:56 MSK 2017]; parent: Root WebApplicationContext
2017-10-12 18??58 INFO  servlet:359 - Closing Spring root WebApplicationContext
2017-10-12 18??58 INFO  AnnotationConfigWebApplicationContext:984 - Closing Root WebApplicationContext: startup date [Thu Oct 12 18:50:54 MSK 2017]; root of context hierarchy
2017-10-12 185325 INFO  servlet:359 - 1 Spring WebApplicationInitializers detected on classpath
2017-10-12 185328 INFO  servlet:359 - Initializing Spring root WebApplicationContext
2017-10-12 185328 INFO  ContextLoader:304 - Root WebApplicationContext: initialization started
2017-10-12 185328 INFO  AnnotationConfigWebApplicationContext:583 - Refreshing Root WebApplicationContext: startup date [Thu Oct 12 18:53:28 MSK 2017]; root of context hierarchy
2017-10-12 185328 INFO  AnnotationConfigWebApplicationContext:207 - Registering annotated classes: [class com.tsystems.config.RootConfig]
2017-10-12 185329 INFO  AutowiredAnnotationBeanPostProcessor:155 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2017-10-12 185329 INFO  Version:37 - HHH000412: Hibernate Core {5.0.2.Final}
2017-10-12 185329 INFO  Environment:213 - HHH000206: hibernate.properties not found
2017-10-12 185329 INFO  Environment:317 - HHH000021: Bytecode provider name : javassist
2017-10-12 185329 INFO  Version:66 - HCANN000001: Hibernate Commons Annotations {5.0.0.Final}
2017-10-12 185330 INFO  Dialect:154 - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL94Dialect
2017-10-12 185330 INFO  LobCreatorBuilderImpl:124 - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
2017-10-12 185330 INFO  BasicTypeRegistry:138 - HHH000270: Type registration [java.util.UUID] overrides previous : org.hibernate.type.UUIDBinaryType@5a07ee1a
2017-10-12 185330 INFO  Version:30 - HV000001: Hibernate Validator 5.2.4.Final
2017-10-12 185331 INFO  HibernateTransactionManager:357 - Using DataSource [org.jboss.as.connector.subsystems.datasources.WildFlyDataSource@d40c997] of Hibernate SessionFactory for HibernateTransactionManager
2017-10-12 185331 INFO  ContextLoader:344 - Root WebApplicationContext: initialization completed in 2582 ms
2017-10-12 185331 INFO  servlet:359 - Initializing Spring FrameworkServlet 'dispatcher'
2017-10-12 185331 INFO  DispatcherServlet:489 - FrameworkServlet 'dispatcher': initialization started
